Title,Price,InStock,Description,Link,Processor,Memory,Storage,Graphics
"Laptop Lenovo LOQ 15IRX9 With LA1 AI Chip 83DV000DAX-Intel   Core i7-13650HX-NVIDIA GeForce RTX    4050 6GB-16GB DDR5-4800-512GB SSD M.2 GEN4-15.6 FHD 100  sRGB  144Hz","45899 LE"," In Stock  "," ضمـــــــــان سنــــة Processor  Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB Graphics  NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W Memory  16GB SO-DIMM DDR5-4800 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC® Keyboard  White Backlit, Arabic  ","https://www.sigma-computer.com/item?id=6516&name=Laptop_Lenovo_LOQ_15IRX9_With_LA1_AI_Chip_83DV000DAX-Intel___Core_i7-13650HX-NVIDIA_GeForce_RTX____4050_6GB-16GB_DDR5-4800-512GB_SSD_M.2_GEN4-15.6_FHD_100__sRGB__144Hz","N/A","N/A","N/A","N/A"
"Laptop Lenovo LOQ 15IRH8 with LA1 AI Chip 82XV00SBAX-Intel Core i7-13620H-NVIDIA GeForce RTX 4050 6GB-16GGB DDR5-5200-512GB SSD M.2-15.6 FHD IPS 144Hz-Keyboard White Backlit Arabic-Lenovo   LOQ M100 RGB Mouse","46499 LE","N/A"," Processor  Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB Special Features  AI Chip: LA1 Graphics  NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 95W Memory  16GGB 2x 8GB SO-DIMM DDR5-5200 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC® Keyboard  White Backlit, Arabic Bundled Accessories  Lenovo® LOQ M100 RGB Mouse          ","https://www.sigma-computer.com/item?id=6515&name=Laptop_Lenovo_LOQ_15IRH8_with_LA1_AI_Chip_82XV00SBAX-Intel_Core_i7-13620H-NVIDIA_GeForce_RTX_4050_6GB-16GGB_DDR5-5200-512GB_SSD_M.2-15.6_FHD_IPS_144Hz-Keyboard_White_Backlit_Arabic-Lenovo___LOQ_M100_RGB_Mouse","N/A","N/A","N/A","N/A"
"Laptop Lenovo LOQ 15IRH8 with LA1 AI Chip 82XV00Y6AX-Intel Core i5-12450H-NVIDIA GeForce RTX 3050 6GB-16GB DDR5-4800-512GB SSD M.2-15.6","34799 LE","N/A"," Processor  Intel® Core™ i5-12450H, 8C (4P + 4E) / 12T, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB  with LA1 AI Chip Graphics  NVIDIA® GeForce RTX™ 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W Memory  2x 8GB SO-DIMM DDR5-4800 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC® Keyboard  White Backlit, Arabic Bundled Accessories  Lenovo® LOQ M100 RGB Mouse                    ","https://www.sigma-computer.com/item?id=6514&name=Laptop_Lenovo_LOQ_15IRH8_with_LA1_AI_Chip_82XV00Y6AX-Intel_Core_i5-12450H-NVIDIA_GeForce_RTX_3050_6GB-16GB_DDR5-4800-512GB_SSD_M.2-15.6","N/A","N/A","N/A","N/A"
"COUGAR-EGY 9082 USB Wired Double Gamepad Turbo Controller with Vibration Function For PC or Laptop 1.5 Meter BLUE","425 LE"," In Stock  "," Includes Select, Start and Analog buttons at the center  Face buttons are pressure-sensitive to adjust to how firmly you want to press them  Dual analog sticks are textured for a better grip while playing  The controller features dual shock feedback so it feels like you are in the game  1.5M cord    ","https://www.sigma-computer.com/item?id=6500&name=COUGAR-EGY_9082_USB_Wired_Double_Gamepad_Turbo_Controller_with_Vibration_Function_For_PC_or_Laptop_1.5_Meter_BLUE","N/A","N/A","N/A","N/A"
"COUGAR-EGY  9082  USB Wired Double Gamepad Turbo Controller With Vibration Function For PC Or Laptop  1.5 Meter  Brown ","425 LE","N/A"," Includes Select, Start and Analog buttons at the center  Face buttons are pressure-sensitive to adjust to how firmly you want to press them  Dual analog sticks are textured for a better grip while playing  The controller features dual shock feedback so it feels like you are in the game  1.5M cord  ","https://www.sigma-computer.com/item?id=6499&name=COUGAR-EGY__9082__USB_Wired_Double_Gamepad_Turbo_Controller_With_Vibration_Function_For_PC_Or_Laptop__1.5_Meter__Brown_","N/A","N/A","N/A","N/A"
"Western Digital SSD- 2TB Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb s  2.5","5249 LE","N/A"," Key Specs  Storage Capacity  2000 gigabytes  Storage Drive Type  SSD  Maximum Read Speed  560 megabytes per second  Maximum Write Speed  520 megabytes per second  Form Factor  2.5 in.  Interface(s)  SATA  General  Product Name  Blue SA510 2TB Internal SSD SATA  Brand  WD  Model Number  WDBB8H0020BNC-WRSN  Color  Black  Color Category  Black  Capacity  Storage Capacity  2000 gigabytes  Performance  Storage Drive Type  SSD  Maximum Read Speed  560 megabytes per second  Maximum Write Speed  520 megabytes per second  SSD Endurance  200 terabytes  Compatibility  Internal Or External  Internal  Product Compatibility  Laptop computers  Form Factor  2.5 in.  Interface(s)  SATA  Features  Usage  Backup, Low power storage, Performance computing, Everyday computing  Memory  NAND Flash Memory Type  3D NAND                                 ","https://www.sigma-computer.com/item?id=6494&name=Western_Digital_SSD-_2TB_Blue_SA510_SATA_Internal_Solid_State_Drive_SSD_-_SATA_III_6_Gb_s__2.5","N/A","N/A","N/A","N/A"
"Western Digital - Blue SA510 500GB Internal SSD SATA.","1749 LE","N/A"," Key Specs  Storage Capacity  500 gigabytes  Storage Drive Type  SSD  Maximum Read Speed  560 megabytes per second  Maximum Write Speed  510 megabytes per second  Form Factor  2.5 in.  Interface(s)  SATA  General  Product Name  Blue SA510 500GB Internal SSD SATA  Brand  WD  Model Number  WDBB8H5000ANC-WRSN  Color  Black  Color Category  Black  Capacity  Storage Capacity  500 gigabytes  Performance  Storage Drive Type  SSD  Maximum Read Speed  560 megabytes per second  Maximum Write Speed  510 megabytes per second  SSD Endurance  200 terabytes  Compatibility  Internal Or External  Internal  Product Compatibility  Laptop computers  Form Factor  2.5 in.  Interface(s)  SATA  Features  Usage  Backup, Low power storage, Performance computing, Everyday computing  Memory  NAND Flash Memory Type  3D NAND  ","https://www.sigma-computer.com/item?id=6493&name=Western_Digital_-_Blue_SA510_500GB_Internal_SSD_SATA.","N/A","N/A","N/A","N/A"
"Laptop DELL 5530 -Intel Core i7-13650HX-NVIDIA GeForce RTX 3050 6GB-16GB DDR5 4800MHz-512GB M.2 PCIe NVMe-15.6 FHD 120Hz","51499 LE"," In Stock  ","  Processor: Intel Core i7-13650HX (14 cores, up to 4.90 GHz) Graphics: NVIDIA GeForce RTX 3050 (6GB GDDR6) Memory: 16GB DDR5 (4800MHz) Storage: 512GB PCIe NVMe SSD Display: 15.6  FHD, 120Hz Keyboard: Arabic QWERTY, 4-Zone RGB backlit with numeric keypad   ","https://www.sigma-computer.com/item?id=6454&name=Laptop_DELL_5530_-Intel_Core_i7-13650HX-NVIDIA_GeForce_RTX_3050_6GB-16GB_DDR5_4800MHz-512GB_M.2_PCIe_NVMe-15.6_FHD_120Hz","N/A","N/A","N/A","N/A"
"Laptop Lenovo Legion 5 15ARP8 83EF0003US-AMD Ryzen    7 7735HS-NVIDIA   GeForce RTX    4060 8GB-16GB SO-DIMM DDR5-4800-1TB SSD M.2-15.6","63999 LE","N/A"," Processor  AMD Ryzen™ 7 7735HS (8C / 16T, 3.2 / 4.75GHz, 4MB L2 / 16MB L3) Graphics  NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W Memory  2x 8GB SO-DIMM DDR5-4800 Storage  1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  WQHD (2560x1440) IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby® Vision®, FreeSync™, G-SYNC® Keyboard  White Backlit, English (US) Operating System  Windows® 11          ","https://www.sigma-computer.com/item?id=6453&name=Laptop_Lenovo_Legion_5_15ARP8_83EF0003US-AMD_Ryzen____7_7735HS-NVIDIA___GeForce_RTX____4060_8GB-16GB_SO-DIMM_DDR5-4800-1TB_SSD_M.2-15.6","N/A","N/A","N/A","N/A"
"Laptop Lenovo LOQ 15APH8 82XT001NUS-AMD Ryzen    7 7840HS-NVIDIA   GeForce RTX    4050 6GB-16GB SO-DIMM DDR5-5600-512GB SSD M.2-15.6","46799 LE","N/A"," Processor  AMD Ryzen™ 7 7840HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3) Graphics  NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 95W Memory  16GB SO-DIMM DDR5-5600 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®, FreeSync™ Keyboard  White Backlit, English (US) Operating System  Windows® 11   ","https://www.sigma-computer.com/item?id=6452&name=Laptop_Lenovo_LOQ_15APH8_82XT001NUS-AMD_Ryzen____7_7840HS-NVIDIA___GeForce_RTX____4050_6GB-16GB_SO-DIMM_DDR5-5600-512GB_SSD_M.2-15.6","N/A","N/A","N/A","N/A"
"Laptop Lenovo LOQ 15APH8 82XT001NUS-AMD Ryzen    7 7840HS-NVIDIA   GeForce RTX    4050 6GB-8GB SO-DIMM DDR5-5600-512GB SSD M.2-15.6","45799 LE"," In Stock  "," ضمـــــــــان سنــــة Processor  AMD Ryzen™ 7 7840HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3) Graphics  NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 95W Memory  1x 8GB SO-DIMM DDR5-5600 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®, FreeSync™ Keyboard  White Backlit, English (US) Operating System  Windows® 11        ","https://www.sigma-computer.com/item?id=6451&name=Laptop_Lenovo_LOQ_15APH8_82XT001NUS-AMD_Ryzen____7_7840HS-NVIDIA___GeForce_RTX____4050_6GB-8GB_SO-DIMM_DDR5-5600-512GB_SSD_M.2-15.6","N/A","N/A","N/A","N/A"
"COUGAR-EGY  8008  backpack for men bags for school laptop backpack - waterproof backpack for a 15.6 -inch laptop with a USB port","775 LE"," In Stock  "," LOTS OF STORAGE SPACE&POCKETS  COMFY&STURDY  FUNCTIONAL&SAFE  USB PORT  DURABLE MATERIAL&SOLID  2 LEVELS        ","https://www.sigma-computer.com/item?id=6450&name=COUGAR-EGY__8008__backpack_for_men_bags_for_school_laptop_backpack_-_waterproof_backpack_for_a_15.6_-inch_laptop_with_a_USB_port","N/A","N/A","N/A","N/A"
"Laptop Lenovo IdeaPad Gaming 3 15IAH7 82S900ENED-Intel   Core    i5-12500H-NVIDIA   GeForce RTX    3050 4GB-8GB SO-DIMM DDR4-3200-512GB SSD M.2-15.6","35999 LE","N/A"," Processor  Intel® Core™ i5-12500H, 12C (4P + 8E) / 16T, P-core 2.5 / 4.5GHz, E-core 1.8 / 3.3GHz, 18MB Graphics  NVIDIA® GeForce RTX™ 3050 4GB GDDR6, Boost Clock 1740MHz, TGP 85W Memory  1x 8GB SO-DIMM DDR4-3200 Storage  512GB SSD M.2 2280 PCIe® 3.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC, 120Hz Operating System  Windows® 11  ","https://www.sigma-computer.com/item?id=6445&name=Laptop_Lenovo_IdeaPad_Gaming_3_15IAH7_82S900ENED-Intel___Core____i5-12500H-NVIDIA___GeForce_RTX____3050_4GB-8GB_SO-DIMM_DDR4-3200-512GB_SSD_M.2-15.6","N/A","N/A","N/A","N/A"
"Laptop Lenovo LOQ 15IRH8 82XV00VQED-Intel   Core    i7-13620H-NVIDIA   GeForce RTX    4060 8GB-16GB DDR5-4800-512GB SSD M.2-15.6 FHD  1920x1080  IPS 350nits Anti-glare  45  NTSC  144Hz ","51499 LE","N/A"," Processor  Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB Graphics  NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W Memory  2x 8GB SO-DIMM DDR5-4800 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC® Keyboard  4-Zone RGB Backlit, Arabic        ","https://www.sigma-computer.com/item?id=6432&name=Laptop_Lenovo_LOQ_15IRH8_82XV00VQED-Intel___Core____i7-13620H-NVIDIA___GeForce_RTX____4060_8GB-16GB_DDR5-4800-512GB_SSD_M.2-15.6_FHD__1920x1080__IPS_350nits_Anti-glare__45__NTSC__144Hz_","N/A","N/A","N/A","N/A"
"Laptop HP Victus 16-d1026ne Laptop - Intel   Core    i7 12700H - NVIDIA   GeForce   RTX    3060 6GB - 16GB DDR5-4800 - 512GB PCIe   NVMe - 16.1","45499 LE","N/A"," Processor  Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads) Graphics  NVIDIA® GeForce® RTX™ 3060 6GB Memory  16 GB DDR5-4800 Storage  512 GB PCIe® NVMe Display  16.1  FHD 1920 x 1080 144HZ        ","https://www.sigma-computer.com/item?id=6425&name=Laptop_HP_Victus_16-d1026ne_Laptop_-_Intel___Core____i7_12700H_-_NVIDIA___GeForce___RTX____3060_6GB_-_16GB_DDR5-4800_-_512GB_PCIe___NVMe_-_16.1","Intel___Core____i7_12700H","NVIDIA___GeForce___RTX____3060_6GB","16GB_DDR5-4800","512GB_PCIe___NVMe"
"Laptop Lenovo IdeaPad Gaming 3 15ARH7 82SB00W7ED-AMD Ryzen    7 7735HS-NVIDIA   GeForce RTX    4050 6GB-16GB DDR5-4800-512GB SSD M.2-15.6","46499 LE"," In Stock  "," ضمـــان وكيـل سنتيـن Processor  AMD Ryzen™ 7 7735HS (8C / 16T, 3.2 / 4.75GHz, 4MB L2 / 16MB L3) Graphics  NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 85W Memory  2x 8GB SO-DIMM DDR5-4800 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync™ Keyboard  White Backlit, Arabic  ","https://www.sigma-computer.com/item?id=6424&name=Laptop_Lenovo_IdeaPad_Gaming_3_15ARH7_82SB00W7ED-AMD_Ryzen____7_7735HS-NVIDIA___GeForce_RTX____4050_6GB-16GB_DDR5-4800-512GB_SSD_M.2-15.6","N/A","N/A","N/A","N/A"
"Laptop HP Victus 15-fb0031ne - AMD Ryzen    7-5800H - NVIDIA   GeForce RTX    3050 Ti 4GB - 16GB - 1TB SSD - 15.6","39999 LE","N/A"," Processor  AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads Graphics  NVIDIA® GeForce RTX™ 3050 Ti 4GB Memory  16GB Storage  1TB SSD Display  15.6  FHD (1920 x 1080) 144HZ OPERATING SYSTEM Windows 11        ","https://www.sigma-computer.com/item?id=6423&name=Laptop_HP_Victus_15-fb0031ne_-_AMD_Ryzen____7-5800H_-_NVIDIA___GeForce_RTX____3050_Ti_4GB_-_16GB_-_1TB_SSD_-_15.6","AMD_Ryzen____7-5800H","NVIDIA___GeForce_RTX____3050_Ti_4GB","16GB","1TB_SSD"
"Laptop HP Victus 15-fb0032ne - AMD Ryzen    7-5800H - NVIDIA   GeForce RTX    3050 4GB - 16GB - 1TB SSD - 15.6","38999 LE","N/A"," Processor  AMD Ryzen™ 7 5800H (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads Graphics  NVIDIA® GeForce RTX™ 3050 4GB Memory  16GB Storage  1TBSSD Display  15.6  FHD (1920 x 1080) 144HZ OPERATING SYSTEM Windows 11        ","https://www.sigma-computer.com/item?id=6422&name=Laptop_HP_Victus_15-fb0032ne_-_AMD_Ryzen____7-5800H_-_NVIDIA___GeForce_RTX____3050_4GB_-_16GB_-_1TB_SSD_-_15.6","AMD_Ryzen____7-5800H","NVIDIA___GeForce_RTX____3050_4GB","16GB","1TB_SSD"
"Laptop HP Victus 15-fa0089ne- Intel   Core    i5-12500H - 8GB - 1TB SSD - NVIDIA   GeForce   GTX 1650 4GB - 15.6","34499 LE"," In Stock  "," ضمــــــــان سنـــــــــة   HP Victus 15-fa0089ne laptop specifications:  Processor: Intel® Core™ i5-12500H (up to 4.5 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads) Graphics: NVIDIA® GeForce® GTX 1650 with 4GB of VRAM Memory: 8GB 3200MHz (4x2 GB configuration) Storage: 1TB SSD for fast data access and storage Display: 15.6  Full HD (1920 x 1080) with a 144Hz refresh rate for smooth visuals Operating System: Windows 11 for the latest software and security features    ","https://www.sigma-computer.com/item?id=6421&name=Laptop_HP_Victus_15-fa0089ne-_Intel___Core____i5-12500H_-_8GB_-_1TB_SSD_-_NVIDIA___GeForce___GTX_1650_4GB_-_15.6","8GB","1TB_SSD","NVIDIA___GeForce___GTX_1650_4GB","15.6"
" Laptop LENOVO IdeaPad Slim 3 15IRH8 83EM003JAX-Intel   Core    i7-13620H-Intel   UHD Graphics-16GB Soldered LPDDR5-4800-512GB SSD M.2-15.6","31499 LE","N/A"," Processor  Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB Graphics  Integrated Intel® UHD Graphics Memory  16GB Soldered LPDDR5-4800 Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display  15.6  FHD (1920x1080) IPS 300nits Anti-glare  ","https://www.sigma-computer.com/item?id=6420&name=_Laptop_LENOVO_IdeaPad_Slim_3_15IRH8_83EM003JAX-Intel___Core____i7-13620H-Intel___UHD_Graphics-16GB_Soldered_LPDDR5-4800-512GB_SSD_M.2-15.6","N/A","N/A","N/A","N/A"
"Laptop Dell Inspiron 3520 - Intel Core i7-1255U - Intel R  UHD Graphics - 8GB - 512GB NVMe SSD - 15.6 inch FHD - win 11.","27499 LE"," In Stock  "," ضمــــــان سنــــــة Processor   Intel Core i7-1255U  Graphics  Intel(R) UHD Graphics  Memory   8GB  Storage  512GB m.2 pcle nvme  Display  15.6  FHD  OS  win 11  ","https://www.sigma-computer.com/item?id=6419&name=Laptop_Dell_Inspiron_3520_-_Intel_Core_i7-1255U_-_Intel_R__UHD_Graphics_-_8GB_-_512GB_NVMe_SSD_-_15.6_inch_FHD_-_win_11.","Intel_Core_i7-1255U","Intel_R__UHD_Graphics","8GB","512GB_NVMe_SSD"
"Laptop Dell Vostro 3520 - Intel Core i7-1255U - Intel R  UHD Graphics - 8GB - 512GB NVMe SSD - 15.6 inch FHD.","26999 LE"," In Stock  "," ضمــــــان سنــــــة Processor   Intel Core i7-1255U  Graphics  Intel(R) UHD Graphics  Memory   8GB  Storage  512GB m.2 pcle nvme  Display  15.6  FHD  ","https://www.sigma-computer.com/item?id=6418&name=Laptop_Dell_Vostro_3520_-_Intel_Core_i7-1255U_-_Intel_R__UHD_Graphics_-_8GB_-_512GB_NVMe_SSD_-_15.6_inch_FHD.","Intel_Core_i7-1255U","Intel_R__UHD_Graphics","8GB","512GB_NVMe_SSD"
"Laptop Dell Vostro 3520 - Intel Core i5-1235U - Intel R  UHD Graphics - 8GB - 512GB NVMe SSD - 15.6 inch FHD.","19999 LE","N/A"," ضمــــــان سنــــــة  Processor   Intel Core i5-1235U  Graphics  Intel(R) UHD Graphics  Memory   8GB  Storage  512GB m.2 pcle nvme  Display  15.6  FHD  ","https://www.sigma-computer.com/item?id=6417&name=Laptop_Dell_Vostro_3520_-_Intel_Core_i5-1235U_-_Intel_R__UHD_Graphics_-_8GB_-_512GB_NVMe_SSD_-_15.6_inch_FHD.","Intel_Core_i5-1235U","Intel_R__UHD_Graphics","8GB","512GB_NVMe_SSD"
" Laptop HP Victus FB0070NIA - AMD Ryzen 5 5600H - AMD Radeon RX 6500M 4GB - 8GB DDR4 3200 MHz - 512GB NVMe SSD - 15.6 FHD IPS 144Hz.","27999 LE","N/A"," Processor  AMD Ryzen™ 5 5600H (up to 4.2 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads) 1 2  Graphics  AMD Radeon™ RX 6500M Graphics (4 GB GDDR6 dedicated) Memory  8 GB DDR4-3200 MHz RAM (1 x 8 GB) Storage  512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD Display  39.6 cm (15.6 ) diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC 3 Keyboard  Full-size, backlit, performance blue keyboard with numeric keypad  ","https://www.sigma-computer.com/item?id=6410&name=_Laptop_HP_Victus_FB0070NIA_-_AMD_Ryzen_5_5600H_-_AMD_Radeon_RX_6500M_4GB_-_8GB_DDR4_3200_MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS_144Hz.","AMD_Ryzen_5_5600H","AMD_Radeon_RX_6500M_4GB","8GB_DDR4_3200_MHz","512GB_NVMe_SSD"
"Western Digital 1TB WD Blue SN580 NVMe Internal Solid State Drive SSD - Gen4 x4 PCIe 16Gb s  M.2 2280  Up to 4 150 MB s - WDS100T3B0E","2999 LE"," In Stock  "," ضمـــــــان ثــــــلاث سنــــوات The WD Blue SN580 NVMe™ SSD - 1TB is a high-performance storage solution tailored for content creators and professionals who require fast and reliable storage. Here are the key features of this SSD:  Sequential Read Performance: Up to 4,150 MB/s, providing rapid access to large files, reducing load times, and enhancing productivity. Interface: PCIe Gen4 x4, which offers a significant boost in data transfer speeds compared to previous generations, making it ideal for demanding applications. Form Factor: M.2 2280, which is compact and suitable for modern laptops and desktops. Low Power Design: Helps to extend the battery life of laptops, allowing for longer work sessions without the need for recharging. Storage Capacity: 1TB, sufficient for storing a vast amount of data, including high-resolution photos, 4K videos, and other large digital assets. nCache™ 4.0 Technology: Enhances performance by speeding up file copies and overall responsiveness. Warranty: 5-Year Limited Warranty, providing long-term reliability and peace of mind.  This SSD is a solid choice for anyone looking to upgrade their system for faster performance, especially in tasks related to content creation, editing, and other data-intensive activities.        ","https://www.sigma-computer.com/item?id=6400&name=Western_Digital_1TB_WD_Blue_SN580_NVMe_Internal_Solid_State_Drive_SSD_-_Gen4_x4_PCIe_16Gb_s__M.2_2280__Up_to_4_150_MB_s_-_WDS100T3B0E","N/A","N/A","N/A","N/A"
"COUGAR-EGY 8835 backpack for men bags for school laptop backpack - waterproof backpack for a 15.6 -inch laptop with a USB port","599 LE"," In Stock  ","   LOTS OF STORAGE SPACE&POCKETS DURABLE MATERIAL&SOLID Department Unisex        ","https://www.sigma-computer.com/item?id=6399&name=COUGAR-EGY_8835_backpack_for_men_bags_for_school_laptop_backpack_-_waterproof_backpack_for_a_15.6_-inch_laptop_with_a_USB_port","N/A","N/A","N/A","N/A"
"TEAMGROUP EX2 512GB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD  Read-Write Speed up to 550-520 MB s  Compatible with Laptop   PC Desktop","1349 LE"," In Stock  "," ضمـــــــــــان سنـــــــــــه  Brand Team Group Series EX2 Model T253E2512G0C101 Device Type Internal Solid State Drive (SSD) Used For Consumer Details Form Factor  2.5  Capacity 512GB Memory Components  3D NAND Interface SATA III Performance Max Sequential Read Up to 550 MBps Max Sequential Write Up to 520 MBps        ","https://www.sigma-computer.com/item?id=6394&name=TEAMGROUP_EX2_512GB_3D_NAND_TLC_2.5_Inch_SATA_III_Internal_Solid_State_Drive_SSD__Read-Write_Speed_up_to_550-520_MB_s__Compatible_with_Laptop___PC_Desktop","N/A","N/A","N/A","N/A"
